id	filename	md5	size	state
95245d37-dc46-426f-ae4c-3f2323b54507	nationwidechildrens.org_clinical.TCGA-4B-A93V.xml	884136383d85186bb9eb761779f6fcd8	49346	released
2f45505f-6022-45c5-9427-4983ef0c4b74	nationwidechildrens.org_omf.TCGA-44-8119.xml	6aab11c4e1893d131ff79ad5e095b851	10585	released
57dd4b9a-db2f-45fb-874b-e4c0d107251a	nationwidechildrens.org_clinical.TCGA-86-A456.xml	a32b420bce92b52ec79ba4aee7da389f	43274	released
495e28f8-d309-4b37-a2ac-ada95d9a7a8e	nationwidechildrens.org_clinical.TCGA-55-8097.xml	954793418ef1d13d56f6214959274023	35304	released
aafbc782-83c0-4eaa-90fe-0f572f90c97e	nationwidechildrens.org_clinical.TCGA-86-8673.xml	e3cb49ad8520a7d381a25159cb70d218	43321	released
64f0559c-5487-4f13-a403-51dd988e9c42	nationwidechildrens.org_clinical.TCGA-55-8205.xml	7b3a6038f8f813d3712917962c56c4c8	57848	released
0a04689d-983b-4137-be02-31befccc18fa	nationwidechildrens.org_clinical.TCGA-44-3396.xml	3829cb44c08a1d4c6ed24de647e5db81	55542	released
e86ea39f-ad73-43b8-b113-098e8c498592	nationwidechildrens.org_clinical.TCGA-44-2656.xml	2eaec2860d7e5a950307307f53a96893	51408	released
c227a4d5-ed7e-4b8e-b777-c10adac6c745	nationwidechildrens.org_clinical.TCGA-55-7910.xml	1f43f47ab2b21f0a7ea506dcf7a5c3b0	45576	released
72d1b166-52a3-4c98-b460-b4dbcffdb6e1	nationwidechildrens.org_clinical.TCGA-69-8254.xml	e744d8c6d8f19037112e66787ab5d296	35340	released
e93896bb-ac02-4c87-a85e-c9d4a64eece8	nationwidechildrens.org_clinical.TCGA-93-A4JO.xml	5419f8d6c28b3167babd8ac094a1f1f6	27232	released
1e08fc79-a4c2-4ec6-85d1-31e582df56ba	nationwidechildrens.org_clinical.TCGA-MP-A4TI.xml	0991adeefb906ffd7273587efcc96f47	27384	released
751e397f-af5a-47c7-88d2-fc33b7e22325	nationwidechildrens.org_clinical.TCGA-78-7148.xml	e6a8aa6f5d24f6617ce05f3715867c3c	34519	released
2ed18906-9457-4b7f-bf64-c6768bf35e8c	nationwidechildrens.org_clinical.TCGA-78-7163.xml	52e55021f2529d97f908589399e632a0	42819	released
d3ea1d97-42cb-47ea-a970-9f454ca7e23c	nationwidechildrens.org_clinical.TCGA-83-5908.xml	39a4e0714f84321806771aa819a64b9f	34949	released
1f9d0790-5ada-421f-b388-4618f9e140d0	nationwidechildrens.org_clinical.TCGA-78-8660.xml	9ea1bbbb92fc19697147559057ee5793	32136	released
184c5d43-79d1-4cd0-bb6d-c0e5d158e5a5	nationwidechildrens.org_clinical.TCGA-75-5126.xml	7d18dfa66588e014fb484a90605d51ac	34306	released
b0c49c58-e2e0-4fb5-8a47-6fbfd7802868	nationwidechildrens.org_omf.TCGA-55-A491.xml	716ba7b72bb89e96a82210844df9a2e5	11088	released
